Measure|Data Type|Template Id|Data Type Value Set|Data Type Value OID|Attribute
PrimaryCariesPreventionasOfferedbyPCPsincludingDentistsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Fluoride Varnish Application for Children|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.125.12.1002|code
PrimaryCariesPreventionasOfferedbyPCPsincludingDentistsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|||performed
PrimaryCariesPreventionasOfferedbyPCPsincludingDentistsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|||status
PrimaryCariesPreventionasOfferedbyPCPsincludingDentistsFHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|Payer|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.114222.4.11.3591|type
PrimaryCariesPreventionasOfferedbyPCPsincludingDentistsFHIR.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|||period
PrimaryCariesPreventionasOfferedbyPCPsincludingDentistsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Encounter Inpatient|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.666.5.307|type
PrimaryCariesPreventionasOfferedbyPCPsincludingDentistsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Discharge to home for hospice care (procedure)|428361000124107:SNOMEDCT:2017-09|hospitalization
PrimaryCariesPreventionasOfferedbyPCPsincludingDentistsFHIR.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Discharge to healthcare facility for hospice care (procedure)|428371000124100:SNOMEDCT:2017-09|hospitalization
PrimaryCariesPreventionasOfferedbyPCPsincludingDentistsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|Hospice care ambulatory|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1108.15|code
PrimaryCariesPreventionasOfferedbyPCPsincludingDentistsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|active||status
PrimaryCariesPreventionasOfferedbyPCPsincludingDentistsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|completed||status
PrimaryCariesPreventionasOfferedbyPCPsincludingDentistsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||intent
PrimaryCariesPreventionasOfferedbyPCPsincludingDentistsFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||authoredOn
PrimaryCariesPreventionasOfferedbyPCPsincludingDentistsFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Hospice care ambulatory|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1108.15|code
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Myocardial Infarction|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.403|code
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|active|active:ConditionClinicalStatusCodes|clinicalStatus
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|recurrence|recurrence:ConditionClinicalStatusCodes|clinicalStatus
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|relapse|relapse:ConditionClinicalStatusCodes|clinicalStatus
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||onset
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||abatement
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||recordedDate
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Cerebrovascular Disease, Stroke, TIA|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1047.44|code
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Atherosclerosis and Peripheral Arterial Disease|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1047.21|code
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Ischemic Heart Disease or Other Related Diagnoses|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1047.46|code
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Stable and Unstable Angina|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1047.47|code
FHIR347.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|PCI|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1045.67|code
FHIR347.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|||performed
FHIR347.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|||status
FHIR347.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|CABG Surgeries|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.666.5.694|code
FHIR347.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Carotid Intervention|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.204|code
FHIR347.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|CABG, PCI Procedure|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1138.566|code
FHIR347.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Annual Wellness Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1240|type
FHIR347.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||period
FHIR347.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|||status
FHIR347.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Office Visit|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1001|type
FHIR347.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Outpatient Consultation|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1008|type
FHIR347.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Outpatient Encounters for Preventive Care|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1576|type
FHIR347.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Preventive Care Services - Established Office Visit, 18 and Up|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1025|type
FHIR347.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Preventive Care Services - Other|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1030|type
FHIR347.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Preventive Care Services-Individual Counseling|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1026|type
FHIR347.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Preventive Care Services-Initial Office Visit, 18 and Up|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.101.12.1023|type
FHIR347.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|LDL Cholesterol|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1573|code
FHIR347.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||value
FHIR347.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||effective
FHIR347.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|final||status
FHIR347.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|amended||status
FHIR347.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|corrected||status
FHIR347.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|appended||status
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Hypercholesterolemia|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1047.100|code
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Diabetes|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.103.12.1001|code
FHIR347.xml|AllergyIntolerance|http://hl7.org/fhir/StructureDefinition/AllergyIntolerance|Statin Allergen|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1110.42|code
FHIR347.xml|AllergyIntolerance|http://hl7.org/fhir/StructureDefinition/AllergyIntolerance|||onset
FHIR347.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|Hospice Care Ambulatory|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1584|code
FHIR347.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||authoredOn
FHIR347.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|active||status
FHIR347.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|on-hold||status
FHIR347.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|completed||status
FHIR347.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||intent
FHIR347.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|Palliative or Hospice Care|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.600.1.1579|code
FHIR347.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Hospice Care Ambulatory|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1584|code
FHIR347.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Palliative or Hospice Care|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.600.1.1579|code
FHIR347.xml|Encounter|http://hl7.org/fhir/StructureDefinition/Encounter|Encounter for palliative care|Z51.5:ICD-10|type
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Hepatitis A|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.464.1003.110.12.1024|code
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Hepatitis B|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.67.1.101.1.269|code
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Liver Disease|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1047.42|code
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Statin Associated Muscle Symptoms|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1108.85|code
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|End Stage Renal Disease|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.353|code
FHIR347.xml|AdverseEvent|http://hl7.org/fhir/StructureDefinition/AdverseEvent|Statin Allergen|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1110.42|event
FHIR347.xml|AdverseEvent|http://hl7.org/fhir/StructureDefinition/AdverseEvent|||date
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Pregnancy or Other Related Diagnoses|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.600.1.1623|code
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Breastfeeding|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1047.73|code
FHIR347.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Rhabdomyolysis|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1047.102|code
FHIR347.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Low Intensity Statin Therapy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1574|medication
FHIR347.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||authoredOn
FHIR347.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|active||status
FHIR347.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|completed||status
FHIR347.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||intent
FHIR347.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||dosageInstruction
FHIR347.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Moderate Intensity Statin Therapy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1575|medication
FHIR347.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|High Intensity Statin Therapy|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.526.3.1572|medication
FHIR347.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|Payer|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.114222.4.11.3591|type
FHIR347.xml|Coverage|http://hl7.org/fhir/StructureDefinition/Coverage|||period
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|General Surgery|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.255|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|||status
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|||performed
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Gynecological Surgery|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.257|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Hip Fracture Surgery|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.258|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Hip Replacement Surgery|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.259|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Intracranial Neurosurgery|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.260|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Knee Replacement Surgery|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.261|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Urological Surgery|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.272|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|Comfort Measures|http://cts.nlm.nih.gov/fhir/ValueSet/1.3.6.1.4.1.33895.1.3.0.45|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||intent
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|active||status
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|on-hold||status
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|completed||status
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||authoredOn
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Comfort Measures|http://cts.nlm.nih.gov/fhir/ValueSet/1.3.6.1.4.1.33895.1.3.0.45|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|completed||status
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|in-progress||status
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|General or Neuraxial Anesthesia|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.666.5.1743|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|Low Dose Unfractionated Heparin for VTE Prophylaxis|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1045.39|medication
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|||status
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|Subcutaneous route|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.223|dosage
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|||effective
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|||statusReason
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|Low Molecular Weight Heparin for VTE Prophylaxis|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.219|medication
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|Injectable Factor Xa Inhibitor for VTE Prophylaxis|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.211|medication
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|Warfarin|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.232|medication
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Device Application|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1110.48|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Intermittent pneumatic compression devices (IPC)|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.214|usedCode
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Venous foot pumps (VFP)|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.230|usedCode
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|Graduated compression stockings (GCS)|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.256|usedCode
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Procedure|http://hl7.org/fhir/StructureDefinition/Procedure|||statusReason
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|Oral Factor Xa Inhibitor for VTE Prophylaxis or VTE Treatment|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.134|medication
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Atrial Fibrillation/Flutter|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.202|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|active|active:ConditionClinicalStatusCodes|clinicalStatus
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|recurrence|recurrence:ConditionClinicalStatusCodes|clinicalStatus
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|relapse|relapse:ConditionClinicalStatusCodes|clinicalStatus
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|confirmed|confirmed:ConditionVerificationStatusCodes|verificationStatus
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|||onset
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|Venous Thromboembolism|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.279|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|inactive|inactive:ConditionClinicalStatusCodes|clinicalStatus
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|remission|remission:ConditionClinicalStatusCodes|clinicalStatus
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Condition|http://hl7.org/fhir/StructureDefinition/Condition|resolved|resolved:ConditionClinicalStatusCodes|clinicalStatus
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Risk for venous thromboembolism|72136-5:LOINC|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|Low Risk|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.400|value
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|final||status
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|amended||status
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|corrected||status
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||effective
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|INR|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.213|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||value
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|Observation|http://hl7.org/fhir/StructureDefinition/Observation|||issued
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|Unfractionated Heparin|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.218|medication
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|Intravenous route|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.222|dosage
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|Direct Thrombin Inhibitor|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.205|medication
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|Glycoprotein IIb/IIIa Inhibitors|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1045.41|medication
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationAdministration|http://hl7.org/fhir/StructureDefinition/MedicationAdministration|Rivaroxaban for VTE Prophylaxis|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1110.50|medication
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Low Dose Unfractionated Heparin for VTE Prophylaxis|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1045.39|medication
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||doNotPerform
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|completed||status
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|cancelled||status
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||reasonCode
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|||authoredOn
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Low Molecular Weight Heparin for VTE Prophylaxis|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.219|medication
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Injectable Factor Xa Inhibitor for VTE Prophylaxis|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.211|medication
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Warfarin|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.232|medication
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|MedicationRequest|http://hl7.org/fhir/StructureDefinition/MedicationRequest|Rivaroxaban for VTE Prophylaxis|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1110.50|medication
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|Venous foot pumps (VFP)|http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113883.3.117.1.7.1.230|code
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||status
IntensiveCareUnitVenousThromboembolismProphylaxisFHIR.xml|ServiceRequest|http://hl7.org/fhir/StructureDefinition/ServiceRequest|||doNotPerform
